frame,timestamp,confidence,AU04_c,AU12_c,AU15_c,AU01_r,AU04_r,AU06_r,AU12_r,AU15_r,AU17_r
53,1.73333,0.971844,0,1,0,2.76604,0.0,0.0,0.0,0.712862,0.664136
54,1.76667,0.966787,0,1,0,2.96214,0.575668,0.0,0.0,0.726604,0.783974
55,1.8,0.964633,1,1,0,3.05319,0.851425,0.0,0.0,0.636009,0.839019
56,1.83333,0.962881,1,1,0,2.64621,0.699501,0.0,0.0,0.761755,0.820314
57,1.86667,0.960584,1,1,0,2.66304,0.948568,0.0,0.0,0.619973,0.820182
58,1.9,0.963652,1,1,0,2.7417,0.782554,0.0,0.0,0.654372,0.764631
59,1.93333,0.960501,1,1,1,2.55794,0.763672,0.0,0.0,0.813971,0.758213
60,1.96667,0.963804,1,1,0,2.67793,0.799231,0.0,0.0,0.557585,0.749918
61,2.0,0.966653,1,1,0,2.50422,0.614774,0.0,0.0,0.0,0.802613
62,2.03333,0.964502,1,1,0,2.56969,0.830212,0.0,0.0,0.505563,0.784338
63,2.06667,0.963862,0,1,1,2.50806,0.599548,0.0,0.0,0.0,0.741119
64,2.1,0.966444,0,1,0,2.94198,0.611199,0.0,0.0,0.0,0.769753
65,2.13333,0.971089,1,1,0,2.82196,0.69231,0.0,0.0,0.593328,0.765214
66,2.16667,0.977167,0,1,0,2.72051,0.0,0.0,0.0,0.518377,0.0
67,2.2,0.97813,0,1,0,2.63402,0.0,0.0,0.0,0.545225,0.0
68,2.23333,0.981129,0,1,0,2.77089,0.0,0.0,0.0,0.733796,0.0
69,2.26667,0.979706,0,1,0,2.88586,0.0,0.0,0.0,0.57109,0.0
70,2.3,0.979938,0,1,0,2.96462,0.0,0.0,0.0,0.766298,0.0
71,2.33333,0.976356,0,1,0,2.99408,0.0,0.0,0.0,0.784583,0.0
72,2.36667,0.978613,0,1,0,2.8482,0.0,0.0,0.0,0.757658,0.0
73,2.4,0.978124,0,1,0,2.63313,0.0,0.0,0.0,0.740389,0.0
74,2.43333,0.975452,0,1,0,3.00871,0.0,0.0,0.0,0.971783,0.0
75,2.46667,0.974467,0,1,0,2.97764,0.0,0.0,0.0,0.914551,0.0
76,2.5,0.975729,0,1,0,2.9262,0.0,0.0,0.0,1.01941,0.0
77,2.53333,0.973311,0,1,0,2.83629,0.0,0.0,0.0,0.974177,0.0
78,2.56667,0.973177,0,1,0,2.76878,0.0,0.0,0.0,0.938609,0.0
79,2.6,0.974716,0,1,0,2.67836,0.0,0.0,0.0,0.883562,0.0
80,2.63333,0.971161,0,1,0,2.791,0.0,0.0,0.0,0.912241,0.0
81,2.66667,0.972825,0,1,0,2.76567,0.0,0.0,0.0,1.01458,0.0
82,2.7,0.974515,0,1,0,2.61945,0.0,0.0,0.0,0.815583,0.0
83,2.73333,0.971959,0,1,0,2.53926,0.0,0.0,0.0,0.906327,0.0
84,2.76667,0.97222,0,1,0,2.76615,0.0,0.0,0.0,0.887077,0.0
85,2.8,0.972431,0,0,0,2.69855,0.0,0.0,0.0,0.854484,0.0
86,2.83333,0.973604,0,1,1,2.73915,0.0,0.0,0.0,1.19628,0.0
87,2.86667,0.973626,0,1,0,3.01554,0.0,0.0,0.0,0.885202,0.0
88,2.9,0.975326,0,1,1,3.3191,0.0,0.0,0.0,0.917395,0.0
89,2.93333,0.976805,0,1,1,3.29277,0.0,0.0,0.0,0.981076,0.0
90,2.96667,0.977787,0,1,1,3.24885,0.0,0.0,0.0,0.549108,0.0
91,3.0,0.974348,0,1,1,2.9704,0.0,0.0,0.0,0.796695,0.0
92,3.03333,0.969215,0,1,1,3.14763,0.0,0.0,0.0,0.691367,0.0
93,3.06667,0.973238,1,1,1,3.11853,0.0,0.0,0.0,0.0,0.0
94,3.1,0.969615,1,1,1,2.9361,0.589039,0.0,0.0,0.685879,0.0
95,3.13333,0.965203,1,1,0,2.85656,0.569086,0.0,0.0,0.0,0.0
96,3.16667,0.963982,1,1,0,2.90599,0.0,0.0,0.0,0.0,0.0
97,3.2,0.961815,1,1,0,2.87471,0.0,0.0,0.0,0.65236,0.503533
98,3.23333,0.965608,1,1,0,2.93725,0.0,0.0,0.0,0.710179,0.0
99,3.26667,0.961815,1,1,0,2.65024,0.0,0.0,0.0,0.0,0.588536
100,3.3,0.960313,1,1,0,2.63442,0.0,0.0,0.0,0.512006,0.626004
101,3.33333,0.958855,1,1,0,2.60036,0.0,0.0,0.0,0.0,0.640539
102,3.36667,0.959257,1,1,0,2.6806,0.612377,0.0,0.0,0.0,0.61162
103,3.4,0.956072,1,1,0,2.72977,0.617792,0.0,0.0,0.0,0.66495
104,3.43333,0.955321,1,1,0,2.61615,0.0,0.0,0.0,0.0,0.609189
105,3.46667,0.955593,1,1,0,2.62156,0.566143,0.0,0.0,0.0,0.700354
106,3.5,0.957328,1,1,0,2.44552,0.598648,0.0,0.0,0.0,0.620994
107,3.53333,0.962204,1,1,0,2.82075,0.618212,0.0,0.0,0.0,0.626622
108,3.56667,0.961279,1,1,0,2.58363,0.617332,0.0,0.0,0.673891,0.512478
109,3.6,0.957294,1,1,0,2.53604,0.508853,0.0,0.0,0.0,0.0
110,3.63333,0.960649,1,1,0,2.43087,0.0,0.0,0.0,0.0,0.0
111,3.66667,0.960997,1,1,0,2.58825,0.0,0.0,0.0,0.0,0.0
112,3.7,0.964864,1,1,0,2.65868,0.0,0.0,0.0,0.0,0.0
113,3.73333,0.965157,1,1,0,2.51458,0.0,0.0,0.0,0.619179,0.615763
114,3.76667,0.964906,1,1,0,2.69952,0.0,0.0,0.0,0.510118,0.633987
115,3.8,0.964922,1,1,0,2.67268,0.0,0.0,0.0,0.0,0.741471
116,3.83333,0.9641,1,1,0,2.80488,0.0,0.0,0.0,0.0,0.547831
117,3.86667,0.962497,1,1,0,2.69206,0.0,0.0,0.0,0.0,0.562557
118,3.9,0.966586,1,1,0,2.37645,0.0,0.0,0.0,0.0,0.652736
119,3.93333,0.962778,1,1,0,2.87805,0.624371,0.0,0.0,0.0,0.566268
120,3.96667,0.967577,1,1,0,2.7076,0.0,0.0,0.0,0.0,0.0
121,4.0,0.965246,1,1,0,2.53569,0.0,0.0,0.0,0.0,0.0
122,4.03333,0.973555,1,1,0,2.57242,0.553632,0.0,0.0,0.0,0.0
123,4.06667,0.976438,1,1,0,2.9039,0.668702,0.0,0.0,0.0,0.0
124,4.1,0.97767,1,0,0,2.88805,0.50365,0.0,0.0,0.0,0.0
125,4.13333,0.977165,1,0,0,2.7873,0.555673,0.0,0.0,0.0,0.0
126,4.16667,0.976228,1,0,0,2.95698,0.554344,0.0,0.0,0.0,0.0
127,4.2,0.973921,1,0,0,3.18217,0.696937,0.0,0.0,0.0,0.0
128,4.23333,0.976331,1,0,0,3.13378,0.529737,0.0,0.0,0.0,0.679469
129,4.26667,0.974589,0,1,0,3.00832,0.0,0.0,0.0,0.0,0.641212
130,4.3,0.970834,0,1,0,2.61694,0.0,0.0,0.0,0.0,0.591841
131,4.33333,0.965455,0,1,0,2.55218,0.0,0.0,0.0,0.0,0.671397
132,4.36667,0.965932,0,1,0,2.60866,0.0,0.0,0.0,0.0,0.61448
133,4.4,0.963338,0,0,0,2.31488,0.0,0.0,0.0,0.682055,0.586898
134,4.43333,0.958874,0,1,0,2.13757,0.515694,0.0,0.0,0.56615,0.516188
135,4.46667,0.961574,0,1,0,2.01433,0.0,0.0,0.0,0.0,0.0
136,4.5,0.958989,0,1,0,2.18419,0.0,0.0,0.0,0.0,0.59454
137,4.53333,0.958013,0,1,0,2.1946,0.0,0.0,0.0,0.0,0.581712
138,4.56667,0.960491,0,1,0,2.49451,0.0,0.0,0.0,0.0,0.627472
139,4.6,0.959941,0,1,0,2.41177,0.0,0.0,0.0,0.0,0.712619
140,4.63333,0.944864,1,1,0,2.65491,0.0,0.0,0.0,0.0,0.566854
141,4.66667,0.950821,1,1,0,2.28298,0.0,0.0,0.0,0.0,0.667287
142,4.7,0.945801,1,1,0,2.26842,0.0,0.0,0.0,0.0,0.993899
143,4.73333,0.955053,0,1,0,2.29284,0.556691,0.0,0.0,0.0,1.18048
144,4.76667,0.956683,0,1,0,2.10915,0.543556,0.0,0.0,0.0,1.18143
145,4.8,0.961954,0,1,0,2.17136,0.639466,0.0,0.0,0.0,1.13426
146,4.83333,0.96829,0,1,0,2.32495,0.790463,0.0,0.0,0.0,1.02353
147,4.86667,0.969875,0,1,0,2.26671,0.888664,0.0,0.0,0.0,1.02717
148,4.9,0.969637,0,1,0,2.17217,0.833602,0.0,0.0,0.0,1.09317
149,4.93333,0.968702,0,1,0,2.50934,0.845875,0.0,0.0,0.0,1.08192
150,4.96667,0.971319,0,1,0,2.368,0.710826,0.0,0.0,0.0,0.983274
151,5.0,0.970597,0,1,0,2.43291,0.898408,0.0,0.0,0.645695,1.10871
152,5.03333,0.970947,1,1,0,2.67998,0.81646,0.0,0.0,0.0,1.14374
153,5.06667,0.97231,0,1,0,2.61979,0.867129,0.0,0.0,0.0,1.03608
154,5.1,0.968779,0,1,0,2.68226,0.804915,0.0,0.0,0.637639,1.03396
155,5.13333,0.966207,1,1,0,2.61449,0.930261,0.0,0.0,0.56579,0.928007
156,5.16667,0.967386,1,1,0,2.65839,0.869712,0.0,0.0,0.0,0.826967
157,5.2,0.969408,1,1,0,2.56521,0.719724,0.0,0.0,0.704901,0.786168
158,5.23333,0.964771,1,1,0,2.77602,0.753021,0.0,0.0,0.770697,0.749528
159,5.26667,0.962507,1,1,0,2.53976,0.823438,0.0,0.0,0.633283,0.686333
160,5.3,0.964263,1,1,0,2.52231,0.807453,0.0,0.0,0.707881,0.594276
161,5.33333,0.968097,1,1,0,2.82812,0.76404,0.0,0.0,0.572493,0.0
162,5.36667,0.968542,1,1,0,2.75369,0.823399,0.0,0.0,0.575368,0.0
163,5.4,0.975658,1,1,0,2.5495,0.0,0.0,0.0,0.0,0.0
164,5.43333,0.979339,0,1,0,2.54549,0.0,0.0,0.0,0.0,0.0
165,5.46667,0.978919,0,1,1,2.53942,0.0,0.0,0.0,0.515339,0.0
166,5.5,0.978764,0,1,0,2.37104,0.0,0.0,0.0,0.0,0.0
167,5.53333,0.978874,0,1,0,2.26889,0.0,0.0,0.0,0.0,0.0
168,5.56667,0.978704,0,1,0,2.48126,0.0,0.0,0.0,0.0,0.0
169,5.6,0.97893,0,1,1,2.44785,0.0,0.0,0.0,0.0,0.0
170,5.63333,0.979398,0,1,1,2.65593,0.0,0.0,0.0,0.0,0.0
171,5.66667,0.980265,0,1,1,2.45187,0.0,0.0,0.0,0.0,0.0
172,5.7,0.978217,0,1,1,2.51906,0.0,0.0,0.0,0.583184,0.0
173,5.73333,0.979685,1,1,1,2.4938,0.0,0.0,0.0,0.0,0.0
174,5.76667,0.979591,1,1,1,2.38819,0.0,0.0,0.0,0.659773,0.0
175,5.8,0.980613,1,1,1,2.5447,0.0,0.0,0.0,0.531321,0.0
176,5.83333,0.980356,1,1,1,2.63391,0.0,0.0,0.0,0.560618,0.0
177,5.86667,0.980375,1,1,1,2.45272,0.0,0.0,0.0,0.673713,0.0
178,5.9,0.981686,1,1,1,2.75271,0.0,0.0,0.0,0.678023,0.0
179,5.93333,0.981401,0,0,1,3.04898,0.0,0.0,0.0,0.778181,0.0
180,5.96667,0.979002,1,1,1,2.80412,0.0,0.0,0.0,0.979953,0.0
181,6.0,0.977207,1,1,1,2.56599,0.0,0.0,0.0,0.834493,0.0
182,6.03333,0.978149,0,1,1,2.72737,0.0,0.0,0.0,0.637841,0.0
183,6.06667,0.97576,0,0,1,2.44545,0.0,0.0,0.0,0.680593,0.0
184,6.1,0.974736,0,1,1,2.5912,0.0,0.0,0.0,0.93477,0.0
185,6.13333,0.974561,0,1,1,2.87453,0.0,0.0,0.0,0.844426,0.0
186,6.16667,0.974312,0,1,1,2.57282,0.0,0.0,0.0,0.838118,0.0
187,6.2,0.972986,0,0,1,2.57356,0.0,0.0,0.0,0.789603,0.0
188,6.23333,0.974787,0,1,1,2.55431,0.0,0.0,0.0,0.896092,0.0
189,6.26667,0.972837,0,1,1,2.40191,0.0,0.0,0.0,1.01267,0.0
190,6.3,0.974203,0,1,0,2.53682,0.0,0.0,0.0,0.851041,0.0
191,6.33333,0.975366,0,0,1,2.23226,0.0,0.0,0.0,0.794297,0.0
192,6.36667,0.973173,0,1,1,2.35131,0.0,0.0,0.0,0.62986,0.0
193,6.4,0.972534,0,0,0,2.34378,0.0,0.0,0.0,0.841886,0.0
194,6.43333,0.975201,0,0,0,2.52251,0.0,0.0,0.0,0.764088,0.0
195,6.46667,0.975621,0,0,0,2.51217,0.0,0.0,0.0,0.847796,0.0
196,6.5,0.973778,0,1,0,2.72212,0.0,0.0,0.0,0.720654,0.0
197,6.53333,0.974819,0,1,0,2.51534,0.0,0.0,0.0,0.804894,0.0
198,6.56667,0.974704,0,1,0,2.42389,0.0,0.0,0.0,0.882449,0.0
199,6.6,0.973965,0,1,0,2.21616,0.0,0.0,0.0,0.796643,0.0
200,6.63333,0.97249,0,0,0,2.31776,0.0,0.0,0.0,0.890501,0.0
201,6.66667,0.968021,0,1,0,2.03538,0.0,0.0,0.0,0.0,0.0
202,6.7,0.971027,0,1,0,1.95906,0.0,0.0,0.0,0.819597,0.0
203,6.73333,0.972374,0,1,0,1.95485,0.0,0.0,0.0,0.840384,0.0
204,6.76667,0.972394,0,1,0,1.79291,0.0,0.0,0.0,0.598421,0.0
205,6.8,0.972316,0,1,0,1.62289,0.0,0.0,0.0,0.67255,0.0
206,6.83333,0.976275,0,1,0,2.0411,0.0,0.0,0.0,0.642923,0.0
207,6.86667,0.975081,0,1,1,2.42174,0.0,0.0,0.0,0.959219,0.0
208,6.9,0.966318,1,1,0,1.66214,0.0,0.0,0.0,1.05543,0.0
209,6.93333,0.961853,1,1,0,1.91722,0.0,0.0,0.0,0.649179,0.0
210,6.96667,0.955357,1,1,0,2.01602,0.0,0.0,0.0,0.0,0.0
211,7.0,0.945209,1,1,0,1.75037,0.0,0.0,0.0,0.0,0.0
212,7.03333,0.938733,1,1,0,1.98537,0.613813,0.0,0.0,0.532448,0.0
213,7.06667,0.926237,1,1,0,1.93099,0.0,0.0,0.0,0.512957,0.0
214,7.1,0.91374,1,1,0,2.16053,0.0,0.0,0.0,0.0,0.0
215,7.13333,0.862634,1,1,0,2.24422,0.0,0.0,0.0,0.0,0.0
216,7.16667,0.861247,1,1,0,2.20133,0.0,0.0,0.0,0.0,0.0
217,7.2,0.866403,1,1,0,2.33862,0.0,0.0,0.0,0.0,0.0
218,7.23333,0.856181,1,1,0,2.04531,0.0,0.0,0.0,0.0,0.0
219,7.26667,0.855423,1,1,0,2.25426,0.0,0.0,0.0,0.0,0.0
220,7.3,0.834801,1,0,0,2.24783,0.0,0.0,0.0,0.536256,0.0
221,7.33333,0.796543,1,1,0,1.92337,0.0,0.0,0.0,0.0,0.0
222,7.36667,0.707854,-100,-100,-100,0.0,0.0,0.0,0.0,0.0,0.0
226,7.5,0.763618,0,1,0,1.54532,0.0,0.0,0.0,0.72606,0.0
227,7.53333,0.753808,0,1,0,1.60183,0.0,0.0,0.0,0.708568,0.0
228,7.56667,0.767506,0,1,0,1.56948,0.0,0.0,0.0,0.0,0.0
229,7.6,0.759088,1,1,0,1.31446,0.0,0.0,0.0,0.0,0.0
230,7.63333,0.863005,0,1,0,2.5002,0.0,0.0,0.0,0.6284,0.561379
231,7.66667,0.879061,1,1,0,2.29027,0.0,0.67201,0.0,0.80936,0.529604
232,7.7,0.895619,1,1,0,1.88463,0.0,0.565127,0.0,0.545299,0.0
233,7.73333,0.905958,0,1,0,2.04016,0.0,0.614793,0.0,0.56319,0.0
234,7.76667,0.902917,0,1,0,1.99048,0.0,0.0,0.0,0.0,0.0
235,7.8,0.903266,0,1,0,1.82181,0.0,0.0,0.0,0.0,0.0
236,7.83333,0.894092,0,1,0,1.41192,0.0,0.0,0.0,0.0,0.0
237,7.86667,0.899817,0,1,0,1.2653,0.0,0.0,0.0,0.0,0.0
238,7.9,0.909174,0,1,0,1.36861,0.0,0.0,0.0,0.0,0.0
239,7.93333,0.931745,0,1,0,1.33593,0.0,0.0,0.0,0.0,0.0
240,7.96667,0.943039,0,1,0,1.2371,0.0,0.0,0.0,0.0,0.0
241,8.0,0.949635,0,0,0,0.884063,0.0,0.0,0.0,0.738969,0.0
242,8.03333,0.931484,0,0,0,0.965542,0.0,0.0,0.0,0.529532,0.0
243,8.06667,0.950485,0,1,1,0.647671,0.0,0.0,0.0,0.937272,0.0
244,8.1,0.950989,0,1,1,0.896257,0.0,0.0,0.0,1.12091,0.501
245,8.13333,0.961639,0,1,0,2.12847,0.0,0.0,0.0,0.851765,0.589623
246,8.16667,0.965917,0,1,0,3.14495,0.0,0.0,0.0,1.19924,0.696737
247,8.2,0.964011,0,1,0,3.23917,0.0,0.0,0.0,1.24623,0.789674
248,8.23333,0.961313,0,1,1,3.18139,0.0,0.0,0.0,1.32206,0.837897
249,8.26667,0.966449,0,1,1,3.3111,0.0,0.0,0.0,0.887357,0.844758
250,8.3,0.971921,0,1,1,3.41397,0.0,0.0,0.0,0.657863,0.962244
251,8.33333,0.97198,0,1,1,3.44015,0.0,0.0,0.0,0.887832,0.927475
252,8.36667,0.969236,0,1,1,3.09469,0.0,0.0,0.0,0.0,0.949403
253,8.4,0.970452,0,1,1,2.97762,0.0,0.0,0.0,1.02946,0.86349
254,8.43333,0.965991,0,1,1,2.90138,0.0,0.0,0.0,0.856411,0.995285
255,8.46667,0.96743,0,0,1,2.59954,0.0,0.0,0.0,1.01872,1.10439
256,8.5,0.969574,0,1,1,2.461,0.0,0.0,0.0,0.659653,1.03622
257,8.53333,0.969441,0,1,1,2.73338,0.0,0.0,0.0,0.881078,1.09442
258,8.56667,0.968299,1,1,1,2.51887,0.0,0.0,0.0,1.19343,0.948754
259,8.6,0.964776,1,1,1,2.61515,0.0,0.0,0.0,1.07936,0.970429
260,8.63333,0.962879,1,1,1,2.83445,0.0,0.0,0.0,0.785694,0.830705
261,8.66667,0.962736,1,1,1,2.62801,0.0,0.0,0.0,1.03676,1.06413
262,8.7,0.955275,1,1,1,2.74394,0.0,0.0,0.0,0.86622,0.805896
263,8.73333,0.948894,1,1,1,2.76223,0.0,0.0,0.0,0.736272,0.831194
264,8.76667,0.943087,1,1,1,2.34716,0.0,0.0,0.0,0.767876,0.932363
265,8.8,0.944088,1,1,1,2.22784,0.0,0.0,0.0,1.06321,1.12118
266,8.83333,0.943573,1,1,1,2.28658,0.0,0.0,0.0,0.990034,1.13161
267,8.86667,0.944532,1,1,1,2.31429,0.0,0.0,0.0,1.07476,1.39456
268,8.9,0.942747,1,1,1,2.3939,0.0,0.0,0.0,1.18648,1.35681
269,8.93333,0.935992,1,1,1,2.38924,0.0,0.0,0.0,1.13025,1.36496
270,8.96667,0.939714,1,1,1,2.09559,0.0,0.0,0.0,1.05683,1.45536
271,9.0,0.937931,1,1,1,2.24174,0.0,0.0,0.0,1.08024,1.47719
272,9.03333,0.935001,1,1,1,2.31149,0.0,0.0,0.0,1.01014,1.36055
273,9.06667,0.93325,1,1,1,2.37531,0.53157,0.0,0.0,1.1352,1.37138
274,9.1,0.900196,1,1,1,2.51768,0.637298,0.0,0.0,0.950295,1.47443
275,9.13333,0.902537,1,1,1,2.85589,1.0614,0.0,0.0,0.0,0.786118
276,9.16667,0.965429,1,1,0,2.03906,0.866181,0.0,0.0,0.548967,0.564073
277,9.2,0.970324,1,1,0,1.74603,0.0,0.0,0.0,0.517305,0.0
278,9.23333,0.970869,1,1,0,1.65785,0.523858,0.0,0.0,0.664525,0.0
279,9.26667,0.971342,1,1,0,1.74219,0.566759,0.0,0.0,0.873811,0.0
280,9.3,0.970356,1,1,0,1.87159,0.0,0.0,0.0,0.60962,0.0
281,9.33333,0.971401,1,1,0,1.64463,0.670871,0.0,0.0,0.838132,0.0
282,9.36667,0.971473,1,1,0,1.7747,0.796761,0.0,0.0,0.552079,0.0
283,9.4,0.975183,1,1,0,1.84062,0.669895,0.0,0.0,0.674583,0.0
284,9.43333,0.973067,1,1,0,1.78619,0.575884,0.0,0.0,0.636021,0.0
285,9.46667,0.970855,1,1,0,1.94039,0.811806,0.0,0.0,0.531313,0.0
286,9.5,0.973689,1,1,0,1.78957,0.576789,0.0,0.0,0.685233,0.0
287,9.53333,0.973802,1,1,0,1.83414,0.786068,0.0,0.0,0.574278,0.0
288,9.56667,0.972172,1,1,0,1.97364,0.987408,0.0,0.0,0.618787,0.0
289,9.6,0.974661,1,1,0,1.73174,1.04937,0.0,0.0,0.682546,0.0
290,9.63333,0.971671,1,0,0,2.00694,1.25799,0.0,0.0,0.558823,0.0
291,9.66667,0.972638,1,0,0,2.07512,1.08699,0.0,0.0,0.0,0.0
292,9.7,0.974197,1,0,0,1.84731,0.858917,0.0,0.0,0.0,0.0
293,9.73333,0.97587,0,0,0,1.78698,0.0,0.0,0.0,0.0,0.0
294,9.76667,0.975181,0,0,0,1.83121,0.0,0.0,0.0,0.0,0.0
295,9.8,0.97159,0,0,0,1.98502,0.0,0.0,0.0,0.0,0.0
296,9.83333,0.970041,0,0,0,2.31731,0.0,0.0,0.0,0.0,0.0
297,9.86667,0.96668,0,0,0,2.12033,0.0,0.0,0.0,0.0,0.0
298,9.9,0.967184,0,0,0,2.1021,0.0,0.0,0.0,0.0,0.0
299,9.93333,0.973085,0,0,0,2.02154,0.0,0.0,0.0,0.0,0.0
300,9.96667,0.972931,0,0,0,1.95427,0.0,0.0,0.0,0.0,0.0
301,10.0,0.972366,0,0,0,1.87963,0.0,0.0,0.0,0.0,0.0
302,10.0333,0.975715,0,0,0,1.77928,0.0,0.0,0.0,0.0,0.0
303,10.0667,0.977138,0,0,0,1.75097,0.0,0.0,0.0,0.0,0.0
304,10.1,0.976636,0,0,0,1.46319,0.0,0.0,0.0,0.0,0.0
305,10.1333,0.97453,0,0,0,1.6164,0.0,0.0,0.0,0.0,0.0
306,10.1667,0.974262,0,0,0,1.4239,0.0,0.0,0.0,0.0,0.0
307,10.2,0.977924,0,0,0,1.51544,0.0,0.0,0.0,0.0,0.0
308,10.2333,0.975455,0,0,0,1.54404,0.0,0.0,0.0,0.0,0.0
309,10.2667,0.974716,0,0,0,1.71634,0.0,0.0,0.0,0.0,0.585958
310,10.3,0.980015,0,0,0,1.63694,0.0,0.0,0.0,0.0,0.0
311,10.3333,0.979213,0,0,0,1.57197,0.0,0.0,0.0,0.0,0.0
312,10.3667,0.979332,0,0,0,1.54859,0.0,0.0,0.0,0.0,0.0
313,10.4,0.979811,0,0,0,1.54372,0.0,0.0,0.0,0.0,0.0
314,10.4333,0.976822,0,0,0,1.76122,0.0,0.0,0.0,0.0,0.0
315,10.4667,0.98148,0,0,0,1.7507,0.0,0.0,0.0,0.0,0.0
316,10.5,0.981132,0,0,0,1.64429,0.0,0.0,0.0,0.0,0.0
317,10.5333,0.979221,0,0,0,1.69189,0.0,0.0,0.0,0.0,0.0
318,10.5667,0.978951,0,0,0,1.70857,0.0,0.0,0.0,0.0,0.0
319,10.6,0.980894,0,0,0,1.33661,0.0,0.0,0.0,0.0,0.0
320,10.6333,0.984979,0,0,0,1.58047,0.0,0.0,0.0,0.0,0.0
321,10.6667,0.984266,0,1,0,1.59339,0.0,0.0,0.0,0.0,0.0
